Date,Time_hms,Year,DOY,TOD,Dolphin,Humpback,Minke ,Noise,Sampling_method,SST,SSS,Chl_0,Chl_15,Wind_speed,Tide_level
01/07/2022,13:29:00,2022,182,1329,0,1,1,0,Duty cycle,22.66,35.06,0.025,0.036,5.92,1.24
02/07/2022,13:29:00,2022,183,1329,0,1,0,0,Duty cycle,22.59,35.06,0.025,0.036,7.2,1.1
03/07/2022,13:29:00,2022,184,1329,0,1,0,0,Duty cycle,22.58,35.06,0.025,0.036,7.89,0.97
04/07/2022,13:29:00,2022,185,1329,0,1,0,1,Duty cycle,22.55,34.79,0.025,0.036,9.28,0.86
06/07/2022,13:29:00,2022,187,1329,0,1,1,0,Duty cycle,22.36,33.21,0.016,0.032,7.97,1.68
07/07/2022,13:29:00,2022,188,1329,0,1,1,0,Duty cycle,22.4,33.21,0.016,0.032,6.36,1.53
08/07/2022,13:29:00,2022,189,1329,0,1,1,0,Duty cycle,22.32,33.21,0.016,0.032,4.5,1.38
09/07/2022,13:29:00,2022,190,1329,0,1,1,0,Duty cycle,22.07,35.63,0.016,0.032,7.72,1.22
01/08/2022,13:29:00,2022,213,1329,0,1,0,0,Duty cycle,21.8,33.42,0.037,0.016,5.5,1.1
02/08/2022,13:29:00,2022,214,1329,0,1,0,0,Duty cycle,21.81,33.42,0.037,0.016,5.74,0.97
01/09/2022,13:29:00,2022,244,1329,1,1,0,0,Duty cycle,22.28,35.54,0.025,0.028,6.4,0.99
14/09/2022,13:29:00,2022,257,1329,0,1,0,0,Duty cycle,22.47,34.62,0.023,0.025,7.2,1.79
22/10/2022,13:29:00,2022,295,1329,0,0,0,0,Duty cycle,22.35,32.28,0.02,0.018,6.14,1.78
01/12/2022,13:29:00,2022,335,1329,1,0,0,0,Duty cycle,25.56,36.49,0.022,0.019,15.26,1.06
01/05/2021,13:30:00,2021,121,1330,1,0,0,1,Duty cycle,25.08,34.34,0.047,0.033,8.85,NA
02/05/2021,13:30:00,2021,122,1330,1,0,0,0,Duty cycle,25.22,34.34,0.047,0.033,10.44,0.91
03/05/2021,13:30:00,2021,123,1330,1,0,0,0,Duty cycle,25.07,34.1,0.047,0.033,8.36,1.86
04/05/2021,13:30:00,2021,124,1330,1,0,0,1,Duty cycle,26.71,34.1,0.047,0.033,5.3,1.57
05/05/2021,13:30:00,2021,125,1330,1,0,0,1,Duty cycle,24.95,34.1,0.043,0.043,9.45,1.42
06/05/2021,13:30:00,2021,126,1330,1,0,0,0,Duty cycle,26.73,34.96,0.043,0.043,4.29,1.29
01/05/2021,13:45:00,2021,121,1345,1,0,0,0,Duty cycle,25.08,34.34,0.047,0.033,8.85,NA
02/05/2021,13:45:00,2021,122,1345,1,0,0,0,Duty cycle,25.22,34.34,0.047,0.033,10.44,0.98
03/05/2021,13:45:00,2021,123,1345,1,0,0,1,Duty cycle,25.07,34.1,0.047,0.033,8.36,1.89
04/05/2021,13:45:00,2021,124,1345,1,0,0,0,Duty cycle,26.71,34.1,0.047,0.033,5.3,1.59
05/05/2021,13:45:00,2021,125,1345,1,0,0,0,Duty cycle,24.95,34.1,0.043,0.043,9.45,1.44
06/05/2021,13:45:00,2021,126,1345,1,0,0,1,Duty cycle,26.73,34.96,0.043,0.043,4.29,1.32
20/06/2021,13:58:00,2021,171,1358,0,1,1,0,Continuous,23.02,35.99,0.027,0.024,4.54,1.73
21/06/2021,13:58:00,2021,172,1358,0,1,1,0,Continuous,22.88,34.28,0.027,0.024,9.13,1.6
14/06/2021,13:59:00,2021,165,1359,0,1,1,0,Continuous,23.59,34.42,0.028,0.022,3.94,1.14
15/06/2021,13:59:00,2021,166,1359,1,1,1,0,Continuous,23.4,34.73,0.028,0.022,2.61,0.98
16/06/2021,13:59:00,2021,167,1359,1,1,1,1,Continuous,23.87,35.45,0.027,0.024,6.29,0.85
17/06/2021,13:59:00,2021,168,1359,1,1,0,1,Continuous,23.52,35.45,0.027,0.024,5.45,1.33
18/06/2021,13:59:00,2021,169,1359,1,0,1,0,Continuous,23.41,35.99,0.027,0.024,8.23,1.93
19/06/2021,13:59:00,2021,170,1359,0,0,1,0,Continuous,22.86,35.99,0.027,0.024,9.77,1.83
24/06/2021,13:59:00,2021,175,1359,1,1,1,0,Duty cycle,23.24,34.28,0.027,0.028,2.85,2.5
25/06/2021,13:59:00,2021,176,1359,0,1,0,1,Duty cycle,23.19,34.28,0.027,0.028,5.37,1.7
26/06/2021,13:59:00,2021,177,1359,0,1,0,0,Duty cycle,23.4,34.18,0.027,0.028,11.1,1.54
27/06/2021,13:59:00,2021,178,1359,0,0,0,0,Duty cycle,23.27,34.18,0.027,0.028,12.5,1.3
28/06/2021,13:59:00,2021,179,1359,0,1,0,0,Duty cycle,23.33,34.18,0.027,0.028,11.36,1.05
29/06/2021,13:59:00,2021,180,1359,0,1,0,0,Duty cycle,23.41,36.01,0.027,0.028,10.75,0.87
30/06/2021,13:59:00,2021,181,1359,0,1,0,1,Duty cycle,23.26,36.01,0.024,0.027,8.74,1.32
01/07/2021,13:59:00,2021,182,1359,0,1,0,1,Duty cycle,22.95,34.57,0.024,0.027,8.24,1.4
02/07/2021,13:59:00,2021,183,1359,0,1,0,1,Duty cycle,22.72,34.57,0.024,0.027,3.34,1.26
03/07/2021,13:59:00,2021,184,1359,1,1,0,0,Duty cycle,22.8,34.57,0.024,0.027,4.37,1.56
04/07/2021,13:59:00,2021,185,1359,0,1,0,0,Duty cycle,22.83,35.14,0.024,0.027,7.3,1.44
05/07/2021,13:59:00,2021,186,1359,0,1,0,0,Duty cycle,22.82,35.14,0.024,0.027,7.46,NA
06/07/2021,13:59:00,2021,187,1359,0,1,0,1,Duty cycle,23.02,33.3,0.024,0.027,7.95,1.55
07/07/2021,13:59:00,2021,188,1359,0,1,0,0,Duty cycle,22.87,33.3,0.019,0.027,7.2,1.8
08/07/2021,13:59:00,2021,189,1359,0,1,0,0,Duty cycle,22.72,33.3,0.019,0.027,6.71,2.02
09/07/2021,13:59:00,2021,190,1359,0,1,0,0,Duty cycle,22.51,34.49,0.019,0.027,8.01,2.17
10/07/2021,13:59:00,2021,191,1359,0,1,0,0,Duty cycle,22.42,34.49,0.019,0.027,8.63,1.5
11/07/2021,13:59:00,2021,192,1359,0,1,0,0,Duty cycle,22.58,34.49,0.019,0.027,9.14,1.47
12/07/2021,13:59:00,2021,193,1359,0,1,0,0,Duty cycle,22.6,34.49,0.019,0.027,8.74,1.37
13/07/2021,13:59:00,2021,194,1359,0,1,0,0,Duty cycle,22.96,34.49,0.019,0.027,5.31,1.22
14/07/2021,13:59:00,2021,195,1359,0,1,0,0,Duty cycle,22.99,34.29,0.022,0.024,9.79,1.04
16/07/2021,13:59:00,2021,197,1359,1,1,0,0,Duty cycle,22.74,34.29,0.022,0.024,5.23,0.72
01/08/2021,13:59:00,2021,213,1359,0,1,0,0,Duty cycle,21.32,35.23,0.037,0.022,5.88,1.44
02/08/2021,13:59:00,2021,214,1359,0,1,0,0,Duty cycle,21.32,35.23,0.037,0.022,4.74,1.3
23/09/2021,13:59:00,2021,266,1359,1,1,0,0,Duty cycle,22.54,35.55,0.026,0.022,6.3,1.72
16/10/2021,13:59:00,2021,289,1359,1,0,0,0,Duty cycle,23.38,35.89,0.022,0.024,5.46,NA
28/02/2022,13:59:00,2022,59,1359,1,0,0,0,Duty cycle,27.38,35.43,0.037,0.044,1.61,1.71
20/03/2022,13:59:00,2022,79,1359,1,0,0,1,Duty cycle,27.04,31.98,0.037,0.044,10.1,1.99
02/04/2022,13:59:00,2022,92,1359,1,0,0,0,Duty cycle,26.93,34.77,0.019,0.04,9.27,2.03
01/05/2022,13:59:00,2022,121,1359,1,0,0,0,Duty cycle,25.77,33.88,0.038,0.025,8.69,1.85
02/05/2022,13:59:00,2022,122,1359,1,0,0,0,Duty cycle,25.69,33.88,0.038,0.025,6.43,1.68
03/05/2022,13:59:00,2022,123,1359,1,0,0,0,Duty cycle,25.76,34.65,0.038,0.025,9.11,1.5
04/05/2022,13:59:00,2022,124,1359,1,0,0,0,Duty cycle,25.8,34.65,0.041,0.041,6.01,1.31
05/05/2022,13:59:00,2022,125,1359,1,0,0,1,Duty cycle,25.79,34.65,0.041,0.041,4.05,1.15
01/06/2022,13:59:00,2022,152,1359,0,1,0,0,Duty cycle,24.11,34.03,0.036,0.041,4.2,1.43
02/06/2022,13:59:00,2022,153,1359,0,1,0,0,Duty cycle,24.05,34.03,0.036,0.041,5.86,1.3
02/06/2022,13:59:00,2022,153,1359,0,0,0,0,Duty cycle,24.05,34.03,0.036,0.041,5.86,1.3
03/06/2022,13:59:00,2022,154,1359,0,0,1,1,Duty cycle,23.8,34.45,0.036,0.041,4.63,1.15
04/06/2022,13:59:00,2022,155,1359,0,0,0,0,Duty cycle,23.88,34.45,0.036,0.041,7.46,1.02
05/06/2022,13:59:00,2022,156,1359,1,0,0,0,Duty cycle,23.96,33.86,0.036,0.041,3.2,0.93
06/06/2022,13:59:00,2022,157,1359,0,0,0,1,Duty cycle,23.9,33.86,0.036,0.041,6.97,0.88
07/06/2022,13:59:00,2022,158,1359,0,0,1,1,Duty cycle,23.79,33.86,0.036,0.041,4.76,1.64
08/06/2022,13:59:00,2022,159,1359,1,0,0,0,Duty cycle,23.77,33.96,0.036,0.043,11.06,1.53
09/06/2022,13:59:00,2022,160,1359,0,1,0,1,Duty cycle,23.18,33.96,0.036,0.043,6.08,1.42
10/06/2022,13:59:00,2022,161,1359,0,0,0,1,Duty cycle,23.07,33.96,0.036,0.043,7.37,1.29
11/06/2022,13:59:00,2022,162,1359,0,0,0,0,Duty cycle,22.98,33.96,0.036,0.043,8.41,1.43
24/06/2022,13:59:00,2022,175,1359,0,1,0,1,Duty cycle,23.07,35.59,0.032,0.036,4.91,1.3
25/06/2022,13:59:00,2022,176,1359,0,1,0,0,Duty cycle,22.98,35.59,0.032,0.036,6.59,0.94
26/06/2022,13:59:00,2022,177,1359,0,1,0,0,Duty cycle,22.84,34.35,0.032,0.036,9.72,0.97
27/06/2022,13:59:00,2022,178,1359,0,1,0,0,Duty cycle,22.86,34.35,0.032,0.036,7.2,2.02
28/06/2022,13:59:00,2022,179,1359,0,1,0,0,Duty cycle,22.68,34.35,0.032,0.036,13.37,2.15
29/06/2022,13:59:00,2022,180,1359,0,1,1,0,Duty cycle,22.75,34.35,0.025,0.036,9.41,2.2
30/06/2022,13:59:00,2022,181,1359,0,1,1,0,Duty cycle,22.72,34.35,0.025,0.036,6.51,1.42
01/07/2022,13:59:00,2022,182,1359,0,1,1,0,Duty cycle,22.66,35.06,0.025,0.036,5.92,1.33
02/07/2022,13:59:00,2022,183,1359,0,1,0,0,Duty cycle,22.59,35.06,0.025,0.036,7.2,1.22
03/07/2022,13:59:00,2022,184,1359,0,1,0,0,Duty cycle,22.58,35.06,0.025,0.036,7.89,1.08
04/07/2022,13:59:00,2022,185,1359,0,1,0,0,Duty cycle,22.55,34.79,0.025,0.036,9.28,0.96
06/07/2022,13:59:00,2022,187,1359,0,1,1,0,Duty cycle,22.36,33.21,0.016,0.032,7.97,1.72
07/07/2022,13:59:00,2022,188,1359,0,1,1,0,Duty cycle,22.4,33.21,0.016,0.032,6.36,1.57
08/07/2022,13:59:00,2022,189,1359,0,1,1,0,Duty cycle,22.32,33.21,0.016,0.032,4.5,1.42
09/07/2022,13:59:00,2022,190,1359,0,1,1,0,Duty cycle,22.07,35.63,0.016,0.032,7.72,1.26
01/08/2022,13:59:00,2022,213,1359,0,1,0,1,Duty cycle,21.8,33.42,0.037,0.016,5.5,1.25
02/08/2022,13:59:00,2022,214,1359,0,1,0,0,Duty cycle,21.81,33.42,0.037,0.016,5.74,1.11
01/09/2022,13:59:00,2022,244,1359,1,1,0,0,Duty cycle,22.28,35.54,0.025,0.028,6.4,1.14
14/09/2022,13:59:00,2022,257,1359,0,1,0,0,Duty cycle,22.47,34.62,0.023,0.025,7.2,1.82
01/12/2022,13:59:00,2022,335,1359,0,0,0,0,Duty cycle,25.56,36.49,0.022,0.019,15.26,1.1
01/05/2021,14:00:00,2021,121,1400,1,0,1,1,Duty cycle,25.08,34.34,0.047,0.033,8.85,NA
02/05/2021,14:00:00,2021,122,1400,1,0,0,0,Duty cycle,25.22,34.34,0.047,0.033,10.44,1.07
03/05/2021,14:00:00,2021,123,1400,1,0,0,0,Duty cycle,25.07,34.1,0.047,0.033,8.36,1.91
04/05/2021,14:00:00,2021,124,1400,1,0,0,0,Duty cycle,26.71,34.1,0.047,0.033,5.3,1.61
05/05/2021,14:00:00,2021,125,1400,1,0,0,0,Duty cycle,24.95,34.1,0.043,0.043,9.45,1.46
06/05/2021,14:00:00,2021,126,1400,1,0,0,1,Duty cycle,26.73,34.96,0.043,0.043,4.29,1.34
01/05/2021,14:15:00,2021,121,1415,1,0,0,0,Duty cycle,25.08,34.34,0.047,0.033,8.85,NA
02/05/2021,14:15:00,2021,122,1415,1,0,0,1,Duty cycle,25.22,34.34,0.047,0.033,10.44,1.15
03/05/2021,14:15:00,2021,123,1415,1,0,0,0,Duty cycle,25.07,34.1,0.047,0.033,8.36,1.93
04/05/2021,14:15:00,2021,124,1415,1,0,0,0,Duty cycle,26.71,34.1,0.047,0.033,5.3,1.64
05/05/2021,14:15:00,2021,125,1415,1,0,0,0,Duty cycle,24.95,34.1,0.043,0.043,9.45,1.49
06/05/2021,14:15:00,2021,126,1415,1,0,0,1,Duty cycle,26.73,34.96,0.043,0.043,4.29,1.37
24/06/2021,14:29:00,2021,175,1429,1,1,1,0,Duty cycle,23.24,34.28,0.027,0.028,2.85,2.39
25/06/2021,14:29:00,2021,176,1429,0,1,0,1,Duty cycle,23.19,34.28,0.027,0.028,5.37,2.55
26/06/2021,14:29:00,2021,177,1429,0,1,1,1,Duty cycle,23.4,34.18,0.027,0.028,11.1,1.62
27/06/2021,14:29:00,2021,178,1429,0,1,1,0,Duty cycle,23.27,34.18,0.027,0.028,12.5,1.43
28/06/2021,14:29:00,2021,179,1429,0,1,0,0,Duty cycle,23.33,34.18,0.027,0.028,11.36,1.2
29/06/2021,14:29:00,2021,180,1429,0,1,1,0,Duty cycle,23.41,36.01,0.027,0.028,10.75,0.99
30/06/2021,14:29:00,2021,181,1429,0,1,0,1,Duty cycle,23.26,36.01,0.024,0.027,8.74,1.24
01/07/2021,14:29:00,2021,182,1429,0,1,0,0,Duty cycle,22.95,34.57,0.024,0.027,8.24,1.38
02/07/2021,14:29:00,2021,183,1429,0,1,1,0,Duty cycle,22.72,34.57,0.024,0.027,3.34,1.27
03/07/2021,14:29:00,2021,184,1429,1,1,0,0,Duty cycle,22.8,34.57,0.024,0.027,4.37,1.57
04/07/2021,14:29:00,2021,185,1429,0,1,0,0,Duty cycle,22.83,35.14,0.024,0.027,7.3,1.46
05/07/2021,14:29:00,2021,186,1429,0,1,0,0,Duty cycle,22.82,35.14,0.024,0.027,7.46,NA
06/07/2021,14:29:00,2021,187,1429,0,1,0,0,Duty cycle,23.02,33.3,0.024,0.027,7.95,1.38
07/07/2021,14:29:00,2021,188,1429,0,1,0,0,Duty cycle,22.87,33.3,0.019,0.027,7.2,1.65
08/07/2021,14:29:00,2021,189,1429,0,1,0,0,Duty cycle,22.72,33.3,0.019,0.027,6.71,1.89
09/07/2021,14:29:00,2021,190,1429,0,1,0,0,Duty cycle,22.51,34.49,0.019,0.027,8.01,2.1
10/07/2021,14:29:00,2021,191,1429,0,1,0,0,Duty cycle,22.42,34.49,0.019,0.027,8.63,2.21
11/07/2021,14:29:00,2021,192,1429,0,1,0,0,Duty cycle,22.58,34.49,0.019,0.027,9.14,1.51
12/07/2021,14:29:00,2021,193,1429,0,1,0,0,Duty cycle,22.6,34.49,0.019,0.027,8.74,1.46
13/07/2021,14:29:00,2021,194,1429,0,1,0,0,Duty cycle,22.96,34.49,0.019,0.027,5.31,1.35
14/07/2021,14:29:00,2021,195,1429,0,1,0,0,Duty cycle,22.99,34.29,0.022,0.024,9.79,1.18
16/07/2021,14:29:00,2021,197,1429,1,1,0,1,Duty cycle,22.74,34.29,0.022,0.024,5.23,0.86
01/08/2021,14:29:00,2021,213,1429,0,1,0,0,Duty cycle,21.32,35.23,0.037,0.022,5.88,1.45
02/08/2021,14:29:00,2021,214,1429,0,1,0,0,Duty cycle,21.32,35.23,0.037,0.022,4.74,1.31
16/10/2021,14:29:00,2021,289,1429,1,0,0,0,Duty cycle,23.38,35.89,0.022,0.024,5.46,NA
28/02/2022,14:29:00,2022,59,1429,1,0,0,0,Duty cycle,27.38,35.43,0.037,0.044,1.61,1.61
20/03/2022,14:29:00,2022,79,1429,1,0,0,1,Duty cycle,27.04,31.98,0.037,0.044,10.1,2.14
02/04/2022,14:29:00,2022,92,1429,1,0,0,0,Duty cycle,26.93,34.77,0.019,0.04,9.27,2.11
01/05/2022,14:29:00,2022,121,1429,1,0,0,1,Duty cycle,25.77,33.88,0.038,0.025,8.69,2.23
02/05/2022,14:29:00,2022,122,1429,1,0,0,0,Duty cycle,25.69,33.88,0.038,0.025,6.43,1.73
03/05/2022,14:29:00,2022,123,1429,1,0,0,0,Duty cycle,25.76,34.65,0.038,0.025,9.11,1.57
04/05/2022,14:29:00,2022,124,1429,1,0,0,0,Duty cycle,25.8,34.65,0.041,0.041,6.01,1.4
05/05/2022,14:29:00,2022,125,1429,1,0,0,0,Duty cycle,25.79,34.65,0.041,0.041,4.05,1.23
01/06/2022,14:29:00,2022,152,1429,0,1,0,0,Duty cycle,24.11,34.03,0.036,0.041,4.2,1.46
02/06/2022,14:29:00,2022,153,1429,0,1,0,0,Duty cycle,24.05,34.03,0.036,0.041,5.86,1.37
02/06/2022,14:29:00,2022,153,1429,0,0,0,0,Duty cycle,24.05,34.03,0.036,0.041,5.86,1.37
03/06/2022,14:29:00,2022,154,1429,0,0,1,1,Duty cycle,23.8,34.45,0.036,0.041,4.63,1.24
04/06/2022,14:29:00,2022,155,1429,0,0,1,0,Duty cycle,23.88,34.45,0.036,0.041,7.46,1.11
05/06/2022,14:29:00,2022,156,1429,0,0,0,1,Duty cycle,23.96,33.86,0.036,0.041,3.2,0.99
06/06/2022,14:29:00,2022,157,1429,1,0,1,0,Duty cycle,23.9,33.86,0.036,0.041,6.97,0.92
07/06/2022,14:29:00,2022,158,1429,0,0,1,0,Duty cycle,23.79,33.86,0.036,0.041,4.76,1.67
08/06/2022,14:29:00,2022,159,1429,0,0,0,0,Duty cycle,23.77,33.96,0.036,0.043,11.06,1.56
09/06/2022,14:29:00,2022,160,1429,0,1,0,0,Duty cycle,23.18,33.96,0.036,0.043,6.08,1.46
10/06/2022,14:29:00,2022,161,1429,1,0,1,1,Duty cycle,23.07,33.96,0.036,0.043,7.37,1.34
11/06/2022,14:29:00,2022,162,1429,0,1,0,0,Duty cycle,22.98,33.96,0.036,0.043,8.41,1.23
24/06/2022,14:29:00,2022,175,1429,0,1,0,0,Duty cycle,23.07,35.59,0.032,0.036,4.91,1.14
25/06/2022,14:29:00,2022,176,1429,0,1,0,0,Duty cycle,22.98,35.59,0.032,0.036,6.59,0.91
26/06/2022,14:29:00,2022,177,1429,0,1,1,0,Duty cycle,22.84,34.35,0.032,0.036,9.72,0.93
27/06/2022,14:29:00,2022,178,1429,0,1,0,0,Duty cycle,22.86,34.35,0.032,0.036,7.2,1.9
28/06/2022,14:29:00,2022,179,1429,0,1,1,0,Duty cycle,22.68,34.35,0.032,0.036,13.37,2.07
29/06/2022,14:29:00,2022,180,1429,0,1,0,1,Duty cycle,22.75,34.35,0.025,0.036,9.41,2.17
30/06/2022,14:29:00,2022,181,1429,0,1,1,0,Duty cycle,22.72,34.35,0.025,0.036,6.51,1.44
01/07/2022,14:29:00,2022,182,1429,0,1,0,0,Duty cycle,22.66,35.06,0.025,0.036,5.92,1.4
02/07/2022,14:29:00,2022,183,1429,0,1,0,0,Duty cycle,22.59,35.06,0.025,0.036,7.2,1.31
03/07/2022,14:29:00,2022,184,1429,0,1,0,0,Duty cycle,22.58,35.06,0.025,0.036,7.89,1.19
04/07/2022,14:29:00,2022,185,1429,0,1,0,1,Duty cycle,22.55,34.79,0.025,0.036,9.28,1.07
06/07/2022,14:29:00,2022,187,1429,0,1,1,0,Duty cycle,22.36,33.21,0.016,0.032,7.97,1.75
07/07/2022,14:29:00,2022,188,1429,0,1,1,0,Duty cycle,22.4,33.21,0.016,0.032,6.36,1.6
08/07/2022,14:29:00,2022,189,1429,0,1,1,0,Duty cycle,22.32,33.21,0.016,0.032,4.5,1.45
09/07/2022,14:29:00,2022,190,1429,0,1,1,0,Duty cycle,22.07,35.63,0.016,0.032,7.72,1.29
01/08/2022,14:29:00,2022,213,1429,0,1,0,0,Duty cycle,21.8,33.42,0.037,0.016,5.5,1.38
02/08/2022,14:29:00,2022,214,1429,0,1,0,0,Duty cycle,21.81,33.42,0.037,0.016,5.74,1.25
01/09/2022,14:29:00,2022,244,1429,0,1,0,0,Duty cycle,22.28,35.54,0.025,0.028,6.4,1.3
14/09/2022,14:29:00,2022,257,1429,0,1,0,0,Duty cycle,22.47,34.62,0.023,0.025,7.2,1.85
01/05/2021,14:30:00,2021,121,1430,1,0,0,0,Duty cycle,25.08,34.34,0.047,0.033,8.85,NA
02/05/2021,14:30:00,2021,122,1430,1,0,0,0,Duty cycle,25.22,34.34,0.047,0.033,10.44,1.25
03/05/2021,14:30:00,2021,123,1430,1,0,0,0,Duty cycle,25.07,34.1,0.047,0.033,8.36,1.96
04/05/2021,14:30:00,2021,124,1430,1,0,0,0,Duty cycle,26.71,34.1,0.047,0.033,5.3,1.66
05/05/2021,14:30:00,2021,125,1430,1,0,0,1,Duty cycle,24.95,34.1,0.043,0.043,9.45,1.51
06/05/2021,14:30:00,2021,126,1430,1,0,0,0,Duty cycle,26.73,34.96,0.043,0.043,4.29,1.4
30/11/2022,14:30:00,2022,334,1430,0,0,0,1,Duty cycle,25.65,36.49,0.022,0.019,14.99,1.18
01/05/2021,14:45:00,2021,121,1445,1,0,0,0,Duty cycle,25.08,34.34,0.047,0.033,8.85,NA
02/05/2021,14:45:00,2021,122,1445,1,0,0,0,Duty cycle,25.22,34.34,0.047,0.033,10.44,1.34
03/05/2021,14:45:00,2021,123,1445,1,0,0,0,Duty cycle,25.07,34.1,0.047,0.033,8.36,1.98
04/05/2021,14:45:00,2021,124,1445,1,0,0,0,Duty cycle,26.71,34.1,0.047,0.033,5.3,1.68
05/05/2021,14:45:00,2021,125,1445,1,0,0,0,Duty cycle,24.95,34.1,0.043,0.043,9.45,1.54
06/05/2021,14:45:00,2021,126,1445,1,0,0,0,Duty cycle,26.73,34.96,0.043,0.043,4.29,1.42
08/02/2021,14:59:00,2021,39,1459,0,0,0,0,Continuous,27.17,35.18,0.044,0.04,6.33,0.48
24/06/2021,14:59:00,2021,175,1459,1,1,1,0,Duty cycle,23.24,34.28,0.027,0.028,2.85,2.22
25/06/2021,14:59:00,2021,176,1459,0,1,0,1,Duty cycle,23.19,34.28,0.027,0.028,5.37,2.48
26/06/2021,14:59:00,2021,177,1459,0,1,0,0,Duty cycle,23.4,34.18,0.027,0.028,11.1,2.52
27/06/2021,14:59:00,2021,178,1459,0,1,0,0,Duty cycle,23.27,34.18,0.027,0.028,12.5,1.53
28/06/2021,14:59:00,2021,179,1459,0,1,0,0,Duty cycle,23.33,34.18,0.027,0.028,11.36,1.33
29/06/2021,14:59:00,2021,180,1459,0,1,0,0,Duty cycle,23.41,36.01,0.027,0.028,10.75,1.12
30/06/2021,14:59:00,2021,181,1459,0,1,0,1,Duty cycle,23.26,36.01,0.024,0.027,8.74,1.16
01/07/2021,14:59:00,2021,182,1459,0,1,0,0,Duty cycle,22.95,34.57,0.024,0.027,8.24,1.35
02/07/2021,14:59:00,2021,183,1459,0,1,1,0,Duty cycle,22.72,34.57,0.024,0.027,3.34,1.27
03/07/2021,14:59:00,2021,184,1459,0,1,0,0,Duty cycle,22.8,34.57,0.024,0.027,4.37,1.59
04/07/2021,14:59:00,2021,185,1459,0,1,0,0,Duty cycle,22.83,35.14,0.024,0.027,7.3,1.48
05/07/2021,14:59:00,2021,186,1459,0,1,0,0,Duty cycle,22.82,35.14,0.024,0.027,7.46,NA
06/07/2021,14:59:00,2021,187,1459,1,1,1,0,Duty cycle,23.02,33.3,0.024,0.027,7.95,1.21
07/07/2021,14:59:00,2021,188,1459,0,1,0,0,Duty cycle,22.87,33.3,0.019,0.027,7.2,1.48
08/07/2021,14:59:00,2021,189,1459,0,1,0,0,Duty cycle,22.72,33.3,0.019,0.027,6.71,1.73
09/07/2021,14:59:00,2021,190,1459,0,1,0,0,Duty cycle,22.51,34.49,0.019,0.027,8.01,1.97
10/07/2021,14:59:00,2021,191,1459,0,1,0,0,Duty cycle,22.42,34.49,0.019,0.027,8.63,2.14
11/07/2021,14:59:00,2021,192,1459,0,1,0,1,Duty cycle,22.58,34.49,0.019,0.027,9.14,2.24
12/07/2021,14:59:00,2021,193,1459,0,1,0,0,Duty cycle,22.6,34.49,0.019,0.027,8.74,1.51
13/07/2021,14:59:00,2021,194,1459,0,1,1,0,Duty cycle,22.96,34.49,0.019,0.027,5.31,1.44
14/07/2021,14:59:00,2021,195,1459,0,1,0,0,Duty cycle,22.99,34.29,0.022,0.024,9.79,1.31
16/07/2021,14:59:00,2021,197,1459,0,1,0,1,Duty cycle,22.74,34.29,0.022,0.024,5.23,1.01
01/08/2021,14:59:00,2021,213,1459,0,1,0,0,Duty cycle,21.32,35.23,0.037,0.022,5.88,1.45
02/08/2021,14:59:00,2021,214,1459,0,1,0,0,Duty cycle,21.32,35.23,0.037,0.022,4.74,1.32
16/10/2021,14:59:00,2021,289,1459,1,0,0,1,Duty cycle,23.38,35.89,0.022,0.024,5.46,NA
28/02/2022,14:59:00,2022,59,1459,1,0,0,0,Duty cycle,27.38,35.43,0.037,0.044,1.61,1.48
20/03/2022,14:59:00,2022,79,1459,1,0,0,1,Duty cycle,27.04,31.98,0.037,0.044,10.1,2.23
02/04/2022,14:59:00,2022,92,1459,1,0,0,0,Duty cycle,26.93,34.77,0.019,0.04,9.27,2.16
01/05/2022,14:59:00,2022,121,1459,1,0,0,1,Duty cycle,25.77,33.88,0.038,0.025,8.69,2.18
02/05/2022,14:59:00,2022,122,1459,1,0,0,0,Duty cycle,25.69,33.88,0.038,0.025,6.43,2.2
03/05/2022,14:59:00,2022,123,1459,1,0,0,0,Duty cycle,25.76,34.65,0.038,0.025,9.11,1.61
04/05/2022,14:59:00,2022,124,1459,1,0,0,0,Duty cycle,25.8,34.65,0.041,0.041,6.01,1.46
05/05/2022,14:59:00,2022,125,1459,1,0,0,1,Duty cycle,25.79,34.65,0.041,0.041,4.05,1.3
01/06/2022,14:59:00,2022,152,1459,0,1,0,0,Duty cycle,24.11,34.03,0.036,0.041,4.2,2.17
02/06/2022,14:59:00,2022,153,1459,0,1,1,0,Duty cycle,24.05,34.03,0.036,0.041,5.86,1.4
02/06/2022,14:59:00,2022,153,1459,0,0,1,0,Duty cycle,24.05,34.03,0.036,0.041,5.86,1.4
03/06/2022,14:59:00,2022,154,1459,0,0,0,1,Duty cycle,23.8,34.45,0.036,0.041,4.63,1.3
04/06/2022,14:59:00,2022,155,1459,0,0,0,1,Duty cycle,23.88,34.45,0.036,0.041,7.46,1.18
05/06/2022,14:59:00,2022,156,1459,0,0,0,0,Duty cycle,23.96,33.86,0.036,0.041,3.2,1.07
06/06/2022,14:59:00,2022,157,1459,0,0,0,1,Duty cycle,23.9,33.86,0.036,0.041,6.97,0.97
07/06/2022,14:59:00,2022,158,1459,0,0,0,1,Duty cycle,23.79,33.86,0.036,0.041,4.76,1.7
08/06/2022,14:59:00,2022,159,1459,0,0,0,0,Duty cycle,23.77,33.96,0.036,0.043,11.06,1.6
