Date,Time_hms,Year,DOY,TOD,Dolphin,Humpback,Minke ,Noise,Sampling_method,SST,SSS,Chl_0,Chl_15,Wind_speed,Tide_level
11/06/2022,20:59:00,2022,162,2059,0,0,1,1,Duty cycle,22.98,33.96,0.036,0.043,8.41,NA
14/06/2022,20:59:00,2022,165,2059,0,1,1,1,Continuous,23.13,35.27,0.036,0.043,6.09,0.47
15/06/2022,20:59:00,2022,166,2059,1,1,1,0,Continuous,23.26,35.27,0.036,0.036,5.63,0.08
16/06/2022,20:59:00,2022,167,2059,0,1,1,1,Continuous,23.54,34.65,0.036,0.036,5.56,0.26
17/06/2022,20:59:00,2022,168,2059,1,1,1,0,Continuous,23.21,34.65,0.036,0.036,6.94,0.64
18/06/2022,20:59:00,2022,169,2059,0,1,1,0,Continuous,23.08,36.26,0.036,0.036,6.69,0.83
24/06/2022,20:59:00,2022,175,2059,0,1,0,0,Duty cycle,23.07,35.59,0.032,0.036,4.91,NA
25/06/2022,20:59:00,2022,176,2059,0,1,1,0,Duty cycle,22.98,35.59,0.032,0.036,6.59,0.52
26/06/2022,20:59:00,2022,177,2059,0,1,1,0,Duty cycle,22.84,34.35,0.032,0.036,9.72,0.46
27/06/2022,20:59:00,2022,178,2059,0,1,1,0,Duty cycle,22.86,34.35,0.032,0.036,7.2,0.89
28/06/2022,20:59:00,2022,179,2059,0,1,0,0,Duty cycle,22.68,34.35,0.032,0.036,13.37,0.73
29/06/2022,20:59:00,2022,180,2059,0,1,0,0,Duty cycle,22.75,34.35,0.025,0.036,9.41,0.63
30/06/2022,20:59:00,2022,181,2059,0,1,1,0,Duty cycle,22.72,34.35,0.025,0.036,6.51,0.41
01/07/2022,20:59:00,2022,182,2059,0,1,0,0,Duty cycle,22.66,35.06,0.025,0.036,5.92,0.5
02/07/2022,20:59:00,2022,183,2059,0,1,0,0,Duty cycle,22.59,35.06,0.025,0.036,7.2,0.66
03/07/2022,20:59:00,2022,184,2059,0,1,0,0,Duty cycle,22.58,35.06,0.025,0.036,7.89,0.86
04/07/2022,20:59:00,2022,185,2059,0,1,0,0,Duty cycle,22.55,34.79,0.025,0.036,9.28,1.1
06/07/2022,20:59:00,2022,187,2059,0,1,1,0,Duty cycle,22.36,33.21,0.016,0.032,7.97,0.92
07/07/2022,20:59:00,2022,188,2059,0,1,1,0,Duty cycle,22.4,33.21,0.016,0.032,6.36,0.85
08/07/2022,20:59:00,2022,189,2059,0,1,1,0,Duty cycle,22.32,33.21,0.016,0.032,4.5,1.7
01/08/2022,20:59:00,2022,213,2059,0,1,0,0,Duty cycle,21.8,33.42,0.037,0.016,5.5,0.63
02/08/2022,20:59:00,2022,214,2059,0,1,0,0,Duty cycle,21.81,33.42,0.037,0.016,5.74,0.86
13/09/2022,20:59:00,2022,256,2059,0,1,0,0,Duty cycle,22.41,34.62,0.026,0.024,7.41,0.5
14/09/2022,20:59:00,2022,257,2059,0,1,0,0,Duty cycle,22.47,34.62,0.023,0.025,7.2,1.7
19/02/2021,21:00:00,2021,50,2100,1,0,0,0,Duty cycle,27.26,35.3,0.038,0.044,5.41,1.28
12/04/2021,21:00:00,2021,102,2100,0,0,0,0,Duty cycle,26.46,34.11,0.024,0.018,7.29,0.53
01/05/2021,21:00:00,2021,121,2100,1,0,0,0,Duty cycle,25.08,34.34,0.047,0.033,8.85,NA
02/05/2021,21:00:00,2021,122,2100,1,0,1,0,Duty cycle,25.22,34.34,0.047,0.033,10.44,1
03/05/2021,21:00:00,2021,123,2100,1,0,0,0,Duty cycle,25.07,34.1,0.047,0.033,8.36,0.92
04/05/2021,21:00:00,2021,124,2100,1,0,0,0,Duty cycle,26.71,34.1,0.047,0.033,5.3,1.98
05/05/2021,21:00:00,2021,125,2100,1,0,0,0,Duty cycle,24.95,34.1,0.043,0.043,9.45,1.94
19/02/2021,21:15:00,2021,50,2115,1,0,0,0,Duty cycle,27.26,35.3,0.038,0.044,5.41,1.29
12/04/2021,21:15:00,2021,102,2115,0,0,0,1,Duty cycle,26.46,34.11,0.024,0.018,7.29,0.56
01/05/2021,21:15:00,2021,121,2115,1,0,0,0,Duty cycle,25.08,34.34,0.047,0.033,8.85,NA
02/05/2021,21:15:00,2021,122,2115,1,0,1,0,Duty cycle,25.22,34.34,0.047,0.033,10.44,1.02
03/05/2021,21:15:00,2021,123,2115,1,0,0,0,Duty cycle,25.07,34.1,0.047,0.033,8.36,0.94
04/05/2021,21:15:00,2021,124,2115,1,0,0,0,Duty cycle,26.71,34.1,0.047,0.033,5.3,0.84
05/05/2021,21:15:00,2021,125,2115,1,0,0,0,Duty cycle,24.95,34.1,0.043,0.043,9.45,1.95
23/06/2021,21:29:00,2021,174,2129,0,1,1,0,Continuous,23.56,34.28,0.027,0.028,10.29,1.3
24/06/2021,21:29:00,2021,175,2129,1,1,1,0,Duty cycle,23.24,34.28,0.027,0.028,2.85,0.65
25/06/2021,21:29:00,2021,176,2129,0,1,1,0,Duty cycle,23.19,34.28,0.027,0.028,5.37,0.36
26/06/2021,21:29:00,2021,177,2129,0,1,0,0,Duty cycle,23.4,34.18,0.027,0.028,11.1,0.17
27/06/2021,21:29:00,2021,178,2129,0,1,0,0,Duty cycle,23.27,34.18,0.027,0.028,12.5,0.39
28/06/2021,21:29:00,2021,179,2129,0,1,0,0,Duty cycle,23.33,34.18,0.027,0.028,11.36,0.72
29/06/2021,21:29:00,2021,180,2129,0,1,1,0,Duty cycle,23.41,36.01,0.027,0.028,10.75,1.01
30/06/2021,21:29:00,2021,181,2129,0,1,0,0,Duty cycle,23.26,36.01,0.024,0.027,8.74,0.69
01/07/2021,21:29:00,2021,182,2129,0,1,0,0,Duty cycle,22.95,34.57,0.024,0.027,8.24,0.65
02/07/2021,21:29:00,2021,183,2129,0,1,0,0,Duty cycle,22.72,34.57,0.024,0.027,3.34,0.62
03/07/2021,21:29:00,2021,184,2129,0,1,0,0,Duty cycle,22.8,34.57,0.024,0.027,4.37,0.97
04/07/2021,21:29:00,2021,185,2129,0,1,0,1,Duty cycle,22.83,35.14,0.024,0.027,7.3,1.05
05/07/2021,21:29:00,2021,186,2129,0,1,1,0,Duty cycle,22.82,35.14,0.024,0.027,7.46,0.66
06/07/2021,21:29:00,2021,187,2129,0,1,0,0,Duty cycle,23.02,33.3,0.024,0.027,7.95,1.47
07/07/2021,21:29:00,2021,188,2129,0,1,0,0,Duty cycle,22.87,33.3,0.019,0.027,7.2,1.26
08/07/2021,21:29:00,2021,189,2129,0,1,0,0,Duty cycle,22.72,33.3,0.019,0.027,6.71,1.03
09/07/2021,21:29:00,2021,190,2129,0,1,0,0,Duty cycle,22.51,34.49,0.019,0.027,8.01,0.82
10/07/2021,21:29:00,2021,191,2129,0,1,0,0,Duty cycle,22.42,34.49,0.019,0.027,8.63,0.64
11/07/2021,21:29:00,2021,192,2129,0,1,0,0,Duty cycle,22.58,34.49,0.019,0.027,9.14,0.55
12/07/2021,21:29:00,2021,193,2129,0,1,0,0,Duty cycle,22.6,34.49,0.019,0.027,8.74,0.36
13/07/2021,21:29:00,2021,194,2129,0,1,0,0,Duty cycle,22.96,34.49,0.019,0.027,5.31,0.5
14/07/2021,21:29:00,2021,195,2129,0,1,0,0,Duty cycle,22.99,34.29,0.022,0.024,9.79,0.73
16/07/2021,21:29:00,2021,197,2129,1,1,0,1,Duty cycle,22.74,34.29,0.022,0.024,5.23,1.62
01/08/2021,21:29:00,2021,213,2129,0,1,0,0,Duty cycle,21.32,35.23,0.037,0.022,5.88,0.64
02/08/2021,21:29:00,2021,214,2129,0,1,0,0,Duty cycle,21.32,35.23,0.037,0.022,4.74,1.04
01/10/2021,21:29:00,2021,274,2129,1,1,0,0,Duty cycle,22.55,34.52,0.024,0.021,5.85,1.17
16/10/2021,21:29:00,2021,289,2129,0,1,0,0,Duty cycle,23.38,35.89,0.022,0.024,5.46,0.72
28/02/2022,21:29:00,2022,59,2129,0,0,0,1,Duty cycle,27.38,35.43,0.037,0.044,1.61,NA
20/03/2022,21:29:00,2022,79,2129,1,0,0,1,Duty cycle,27.04,31.98,0.037,0.044,10.1,0.33
02/04/2022,21:29:00,2022,92,2129,0,0,0,1,Duty cycle,26.93,34.77,0.019,0.04,9.27,0.43
01/05/2022,21:29:00,2022,121,2129,1,0,0,0,Duty cycle,25.77,33.88,0.038,0.025,8.69,0.6
02/05/2022,21:29:00,2022,122,2129,1,0,0,0,Duty cycle,25.69,33.88,0.038,0.025,6.43,0.59
03/05/2022,21:29:00,2022,123,2129,1,0,0,0,Duty cycle,25.76,34.65,0.038,0.025,9.11,0.47
04/05/2022,21:29:00,2022,124,2129,1,0,0,0,Duty cycle,25.8,34.65,0.041,0.041,6.01,0.63
01/06/2022,21:29:00,2022,152,2129,0,1,1,0,Duty cycle,24.11,34.03,0.036,0.041,4.2,0.45
02/06/2022,21:29:00,2022,153,2129,0,1,1,0,Duty cycle,24.05,34.03,0.036,0.041,5.86,0.56
02/06/2022,21:29:00,2022,153,2129,0,0,1,0,Duty cycle,24.05,34.03,0.036,0.041,5.86,0.56
03/06/2022,21:29:00,2022,154,2129,0,0,0,0,Duty cycle,23.8,34.45,0.036,0.041,4.63,0.71
04/06/2022,21:29:00,2022,155,2129,0,0,1,0,Duty cycle,23.88,34.45,0.036,0.041,7.46,0.93
05/06/2022,21:29:00,2022,156,2129,0,0,1,0,Duty cycle,23.96,33.86,0.036,0.041,3.2,NA
06/06/2022,21:29:00,2022,157,2129,0,0,1,0,Duty cycle,23.9,33.86,0.036,0.041,6.97,0.79
07/06/2022,21:29:00,2022,158,2129,0,0,1,0,Duty cycle,23.79,33.86,0.036,0.041,4.76,0.94
08/06/2022,21:29:00,2022,159,2129,0,0,1,0,Duty cycle,23.77,33.96,0.036,0.043,11.06,0.86
09/06/2022,21:29:00,2022,160,2129,1,0,1,0,Duty cycle,23.18,33.96,0.036,0.043,6.08,1.82
10/06/2022,21:29:00,2022,161,2129,0,1,1,1,Duty cycle,23.07,33.96,0.036,0.043,7.37,1.81
11/06/2022,21:29:00,2022,162,2129,0,0,1,1,Duty cycle,22.98,33.96,0.036,0.043,8.41,NA
24/06/2022,21:29:00,2022,175,2129,0,1,1,0,Duty cycle,23.07,35.59,0.032,0.036,4.91,NA
25/06/2022,21:29:00,2022,176,2129,0,1,0,0,Duty cycle,22.98,35.59,0.032,0.036,6.59,0.55
26/06/2022,21:29:00,2022,177,2129,0,1,0,0,Duty cycle,22.84,34.35,0.032,0.036,9.72,0.49
27/06/2022,21:29:00,2022,178,2129,0,1,0,0,Duty cycle,22.86,34.35,0.032,0.036,7.2,1.04
28/06/2022,21:29:00,2022,179,2129,0,1,0,0,Duty cycle,22.68,34.35,0.032,0.036,13.37,0.84
29/06/2022,21:29:00,2022,180,2129,0,1,0,0,Duty cycle,22.75,34.35,0.025,0.036,9.41,0.69
30/06/2022,21:29:00,2022,181,2129,0,1,1,0,Duty cycle,22.72,34.35,0.025,0.036,6.51,0.62
01/07/2022,21:29:00,2022,182,2129,0,1,1,0,Duty cycle,22.66,35.06,0.025,0.036,5.92,0.44
02/07/2022,21:29:00,2022,183,2129,0,1,0,0,Duty cycle,22.59,35.06,0.025,0.036,7.2,0.56
03/07/2022,21:29:00,2022,184,2129,0,1,0,0,Duty cycle,22.58,35.06,0.025,0.036,7.89,0.73
04/07/2022,21:29:00,2022,185,2129,0,1,0,0,Duty cycle,22.55,34.79,0.025,0.036,9.28,0.95
06/07/2022,21:29:00,2022,187,2129,0,1,1,0,Duty cycle,22.36,33.21,0.016,0.032,7.97,0.96
07/07/2022,21:29:00,2022,188,2129,0,1,1,0,Duty cycle,22.4,33.21,0.016,0.032,6.36,0.89
08/07/2022,21:29:00,2022,189,2129,0,1,1,0,Duty cycle,22.32,33.21,0.016,0.032,4.5,1.7
01/08/2022,21:29:00,2022,213,2129,0,1,0,0,Duty cycle,21.8,33.42,0.037,0.016,5.5,0.51
02/08/2022,21:29:00,2022,214,2129,0,1,0,0,Duty cycle,21.81,33.42,0.037,0.016,5.74,0.72
13/09/2022,21:29:00,2022,256,2129,0,1,0,0,Duty cycle,22.41,34.62,0.026,0.024,7.41,0.41
14/09/2022,21:29:00,2022,257,2129,0,1,0,0,Duty cycle,22.47,34.62,0.023,0.025,7.2,1.69
19/02/2021,21:30:00,2021,50,2130,1,0,0,0,Duty cycle,27.26,35.3,0.038,0.044,5.41,1.3
12/04/2021,21:30:00,2021,102,2130,1,0,0,1,Duty cycle,26.46,34.11,0.024,0.018,7.29,0.6
01/05/2021,21:30:00,2021,121,2130,1,0,0,0,Duty cycle,25.08,34.34,0.047,0.033,8.85,NA
02/05/2021,21:30:00,2021,122,2130,1,0,1,0,Duty cycle,25.22,34.34,0.047,0.033,10.44,1.03
03/05/2021,21:30:00,2021,123,2130,1,0,0,0,Duty cycle,25.07,34.1,0.047,0.033,8.36,0.95
04/05/2021,21:30:00,2021,124,2130,1,0,0,0,Duty cycle,26.71,34.1,0.047,0.033,5.3,0.85
05/05/2021,21:30:00,2021,125,2130,1,0,0,0,Duty cycle,24.95,34.1,0.043,0.043,9.45,1.95
19/02/2021,21:45:00,2021,50,2145,1,0,0,0,Duty cycle,27.26,35.3,0.038,0.044,5.41,1.31
12/04/2021,21:45:00,2021,102,2145,0,0,0,1,Duty cycle,26.46,34.11,0.024,0.018,7.29,0.66
01/05/2021,21:45:00,2021,121,2145,1,0,0,0,Duty cycle,25.08,34.34,0.047,0.033,8.85,NA
02/05/2021,21:45:00,2021,122,2145,1,0,1,0,Duty cycle,25.22,34.34,0.047,0.033,10.44,1.05
03/05/2021,21:45:00,2021,123,2145,1,0,0,0,Duty cycle,25.07,34.1,0.047,0.033,8.36,0.96
04/05/2021,21:45:00,2021,124,2145,1,0,0,0,Duty cycle,26.71,34.1,0.047,0.033,5.3,0.86
05/05/2021,21:45:00,2021,125,2145,1,0,0,0,Duty cycle,24.95,34.1,0.043,0.043,9.45,1.96
23/06/2021,21:59:00,2021,174,2159,0,1,1,0,Continuous,23.56,34.28,0.027,0.028,10.29,1.63
24/06/2021,21:59:00,2021,175,2159,1,1,1,0,Duty cycle,23.24,34.28,0.027,0.028,2.85,0.89
25/06/2021,21:59:00,2021,176,2159,0,1,0,0,Duty cycle,23.19,34.28,0.027,0.028,5.37,0.49
26/06/2021,21:59:00,2021,177,2159,0,1,1,0,Duty cycle,23.4,34.18,0.027,0.028,11.1,0.33
27/06/2021,21:59:00,2021,178,2159,0,1,0,0,Duty cycle,23.27,34.18,0.027,0.028,12.5,0.3
28/06/2021,21:59:00,2021,179,2159,0,1,0,0,Duty cycle,23.33,34.18,0.027,0.028,11.36,0.58
29/06/2021,21:59:00,2021,180,2159,0,1,0,0,Duty cycle,23.41,36.01,0.027,0.028,10.75,0.86
30/06/2021,21:59:00,2021,181,2159,0,1,0,0,Duty cycle,23.26,36.01,0.024,0.027,8.74,0.72
01/07/2021,21:59:00,2021,182,2159,0,1,0,0,Duty cycle,22.95,34.57,0.024,0.027,8.24,0.68
02/07/2021,21:59:00,2021,183,2159,0,1,0,0,Duty cycle,22.72,34.57,0.024,0.027,3.34,0.63
03/07/2021,21:59:00,2021,184,2159,0,1,1,0,Duty cycle,22.8,34.57,0.024,0.027,4.37,0.95
04/07/2021,21:59:00,2021,185,2159,0,1,0,1,Duty cycle,22.83,35.14,0.024,0.027,7.3,0.98
05/07/2021,21:59:00,2021,186,2159,0,1,0,0,Duty cycle,22.82,35.14,0.024,0.027,7.46,0.7
06/07/2021,21:59:00,2021,187,2159,0,1,0,0,Duty cycle,23.02,33.3,0.024,0.027,7.95,1.62
07/07/2021,21:59:00,2021,188,2159,0,1,0,0,Duty cycle,22.87,33.3,0.019,0.027,7.2,1.44
08/07/2021,21:59:00,2021,189,2159,0,1,0,0,Duty cycle,22.72,33.3,0.019,0.027,6.71,1.21
09/07/2021,21:59:00,2021,190,2159,0,1,1,0,Duty cycle,22.51,34.49,0.019,0.027,8.01,0.97
10/07/2021,21:59:00,2021,191,2159,0,1,0,0,Duty cycle,22.42,34.49,0.019,0.027,8.63,0.75
11/07/2021,21:59:00,2021,192,2159,0,1,0,0,Duty cycle,22.58,34.49,0.019,0.027,9.14,0.6
12/07/2021,21:59:00,2021,193,2159,0,1,0,0,Duty cycle,22.6,34.49,0.019,0.027,8.74,0.33
13/07/2021,21:59:00,2021,194,2159,0,1,0,0,Duty cycle,22.96,34.49,0.019,0.027,5.31,0.41
14/07/2021,21:59:00,2021,195,2159,0,1,0,0,Duty cycle,22.99,34.29,0.022,0.024,9.79,0.6
16/07/2021,21:59:00,2021,197,2159,1,1,0,1,Duty cycle,22.74,34.29,0.022,0.024,5.23,1.65
01/08/2021,21:59:00,2021,213,2159,0,1,0,0,Duty cycle,21.32,35.23,0.037,0.022,5.88,0.65
02/08/2021,21:59:00,2021,214,2159,0,1,0,0,Duty cycle,21.32,35.23,0.037,0.022,4.74,0.99
01/10/2021,21:59:00,2021,274,2159,1,1,0,0,Duty cycle,22.55,34.52,0.024,0.021,5.85,1.18
16/10/2021,21:59:00,2021,289,2159,1,1,0,0,Duty cycle,23.38,35.89,0.022,0.024,5.46,0.76
28/02/2022,21:59:00,2022,59,2159,0,0,0,1,Duty cycle,27.38,35.43,0.037,0.044,1.61,NA
20/03/2022,21:59:00,2022,79,2159,0,0,0,1,Duty cycle,27.04,31.98,0.037,0.044,10.1,0.37
01/05/2022,21:59:00,2022,121,2159,1,0,0,0,Duty cycle,25.77,33.88,0.038,0.025,8.69,0.72
02/05/2022,21:59:00,2022,122,2159,1,0,0,0,Duty cycle,25.69,33.88,0.038,0.025,6.43,0.65
03/05/2022,21:59:00,2022,123,2159,1,0,0,0,Duty cycle,25.76,34.65,0.038,0.025,9.11,0.66
04/05/2022,21:59:00,2022,124,2159,1,0,0,0,Duty cycle,25.8,34.65,0.041,0.041,6.01,0.57
01/06/2022,21:59:00,2022,152,2159,0,1,0,0,Duty cycle,24.11,34.03,0.036,0.041,4.2,0.68
02/06/2022,21:59:00,2022,153,2159,0,1,0,0,Duty cycle,24.05,34.03,0.036,0.041,5.86,0.52
02/06/2022,21:59:00,2022,153,2159,0,0,1,0,Duty cycle,24.05,34.03,0.036,0.041,5.86,0.52
03/06/2022,21:59:00,2022,154,2159,0,0,0,0,Duty cycle,23.8,34.45,0.036,0.041,4.63,0.64
04/06/2022,21:59:00,2022,155,2159,0,1,1,1,Duty cycle,23.88,34.45,0.036,0.041,7.46,0.83
05/06/2022,21:59:00,2022,156,2159,0,0,0,1,Duty cycle,23.96,33.86,0.036,0.041,3.2,NA
06/06/2022,21:59:00,2022,157,2159,1,0,1,0,Duty cycle,23.9,33.86,0.036,0.041,6.97,0.79
07/06/2022,21:59:00,2022,158,2159,0,0,1,0,Duty cycle,23.79,33.86,0.036,0.041,4.76,0.96
08/06/2022,21:59:00,2022,159,2159,0,0,1,0,Duty cycle,23.77,33.96,0.036,0.043,11.06,0.89
09/06/2022,21:59:00,2022,160,2159,1,1,0,1,Duty cycle,23.18,33.96,0.036,0.043,6.08,1.82
10/06/2022,21:59:00,2022,161,2159,0,1,1,1,Duty cycle,23.07,33.96,0.036,0.043,7.37,1.82
11/06/2022,21:59:00,2022,162,2159,0,1,0,0,Duty cycle,22.98,33.96,0.036,0.043,8.41,NA
24/06/2022,21:59:00,2022,175,2159,0,1,0,0,Duty cycle,23.07,35.59,0.032,0.036,4.91,NA
25/06/2022,21:59:00,2022,176,2159,0,1,0,0,Duty cycle,22.98,35.59,0.032,0.036,6.59,0.59
26/06/2022,21:59:00,2022,177,2159,0,1,0,0,Duty cycle,22.84,34.35,0.032,0.036,9.72,0.52
27/06/2022,21:59:00,2022,178,2159,0,1,0,0,Duty cycle,22.86,34.35,0.032,0.036,7.2,1.21
28/06/2022,21:59:00,2022,179,2159,0,1,1,0,Duty cycle,22.68,34.35,0.032,0.036,13.37,0.99
29/06/2022,21:59:00,2022,180,2159,0,1,0,0,Duty cycle,22.75,34.35,0.025,0.036,9.41,0.8
30/06/2022,21:59:00,2022,181,2159,0,1,1,0,Duty cycle,22.72,34.35,0.025,0.036,6.51,0.67
01/07/2022,21:59:00,2022,182,2159,0,1,1,0,Duty cycle,22.66,35.06,0.025,0.036,5.92,0.6
02/07/2022,21:59:00,2022,183,2159,0,1,0,0,Duty cycle,22.59,35.06,0.025,0.036,7.2,0.5
03/07/2022,21:59:00,2022,184,2159,0,1,1,0,Duty cycle,22.58,35.06,0.025,0.036,7.89,0.63
04/07/2022,21:59:00,2022,185,2159,0,1,0,0,Duty cycle,22.55,34.79,0.025,0.036,9.28,0.83
06/07/2022,21:59:00,2022,187,2159,0,1,1,0,Duty cycle,22.36,33.21,0.016,0.032,7.97,0.99
07/07/2022,21:59:00,2022,188,2159,0,1,1,0,Duty cycle,22.4,33.21,0.016,0.032,6.36,0.93
08/07/2022,21:59:00,2022,189,2159,0,1,1,0,Duty cycle,22.32,33.21,0.016,0.032,4.5,0.85
01/08/2022,21:59:00,2022,213,2159,0,1,0,0,Duty cycle,21.8,33.42,0.037,0.016,5.5,0.44
02/08/2022,21:59:00,2022,214,2159,0,1,0,0,Duty cycle,21.81,33.42,0.037,0.016,5.74,0.61
13/09/2022,21:59:00,2022,256,2159,1,1,0,0,Duty cycle,22.41,34.62,0.026,0.024,7.41,0.36
14/09/2022,21:59:00,2022,257,2159,0,1,0,0,Duty cycle,22.47,34.62,0.023,0.025,7.2,1.68
19/02/2021,22:00:00,2021,50,2200,1,0,0,0,Duty cycle,27.26,35.3,0.038,0.044,5.41,1.32
12/04/2021,22:00:00,2021,102,2200,0,0,0,1,Duty cycle,26.46,34.11,0.024,0.018,7.29,0.73
01/05/2021,22:00:00,2021,121,2200,1,0,0,0,Duty cycle,25.08,34.34,0.047,0.033,8.85,NA
02/05/2021,22:00:00,2021,122,2200,1,0,1,0,Duty cycle,25.22,34.34,0.047,0.033,10.44,1.06
03/05/2021,22:00:00,2021,123,2200,1,0,0,0,Duty cycle,25.07,34.1,0.047,0.033,8.36,0.97
04/05/2021,22:00:00,2021,124,2200,1,0,0,0,Duty cycle,26.71,34.1,0.047,0.033,5.3,0.88
05/05/2021,22:00:00,2021,125,2200,1,0,0,0,Duty cycle,24.95,34.1,0.043,0.043,9.45,1.96
19/02/2021,22:15:00,2021,50,2215,1,0,0,0,Duty cycle,27.26,35.3,0.038,0.044,5.41,1.33
12/04/2021,22:15:00,2021,102,2215,0,0,0,1,Duty cycle,26.46,34.11,0.024,0.018,7.29,0.82
01/05/2021,22:15:00,2021,121,2215,1,0,0,0,Duty cycle,25.08,34.34,0.047,0.033,8.85,NA
02/05/2021,22:15:00,2021,122,2215,1,0,1,0,Duty cycle,25.22,34.34,0.047,0.033,10.44,1.07
03/05/2021,22:15:00,2021,123,2215,1,0,0,0,Duty cycle,25.07,34.1,0.047,0.033,8.36,0.99
04/05/2021,22:15:00,2021,124,2215,1,0,0,0,Duty cycle,26.71,34.1,0.047,0.033,5.3,0.89
05/05/2021,22:15:00,2021,125,2215,1,0,0,0,Duty cycle,24.95,34.1,0.043,0.043,9.45,1.96
23/06/2021,22:29:00,2021,174,2229,0,1,0,0,Continuous,23.56,34.28,0.027,0.028,10.29,1.95
24/06/2021,22:29:00,2021,175,2229,0,1,1,0,Duty cycle,23.24,34.28,0.027,0.028,2.85,1.17
25/06/2021,22:29:00,2021,176,2229,0,1,0,0,Duty cycle,23.19,34.28,0.027,0.028,5.37,0.68
26/06/2021,22:29:00,2021,177,2229,0,1,0,0,Duty cycle,23.4,34.18,0.027,0.028,11.1,0.41
27/06/2021,22:29:00,2021,178,2229,0,1,1,0,Duty cycle,23.27,34.18,0.027,0.028,12.5,0.27
28/06/2021,22:29:00,2021,179,2229,0,1,1,0,Duty cycle,23.33,34.18,0.027,0.028,11.36,0.48
29/06/2021,22:29:00,2021,180,2229,0,1,0,0,Duty cycle,23.41,36.01,0.027,0.028,10.75,0.74
30/06/2021,22:29:00,2021,181,2229,0,1,0,0,Duty cycle,23.26,36.01,0.024,0.027,8.74,0.77
01/07/2021,22:29:00,2021,182,2229,0,1,0,0,Duty cycle,22.95,34.57,0.024,0.027,8.24,0.71
02/07/2021,22:29:00,2021,183,2229,0,1,1,0,Duty cycle,22.72,34.57,0.024,0.027,3.34,0.65
03/07/2021,22:29:00,2021,184,2229,0,1,0,0,Duty cycle,22.8,34.57,0.024,0.027,4.37,0.59
04/07/2021,22:29:00,2021,185,2229,0,1,0,0,Duty cycle,22.83,35.14,0.024,0.027,7.3,0.93
05/07/2021,22:29:00,2021,186,2229,0,1,0,0,Duty cycle,22.82,35.14,0.024,0.027,7.46,0.74
06/07/2021,22:29:00,2021,187,2229,0,1,0,0,Duty cycle,23.02,33.3,0.024,0.027,7.95,1.75
07/07/2021,22:29:00,2021,188,2229,0,1,0,0,Duty cycle,22.87,33.3,0.019,0.027,7.2,1.61
08/07/2021,22:29:00,2021,189,2229,0,1,0,0,Duty cycle,22.72,33.3,0.019,0.027,6.71,1.4
09/07/2021,22:29:00,2021,190,2229,0,1,0,0,Duty cycle,22.51,34.49,0.019,0.027,8.01,1.16
10/07/2021,22:29:00,2021,191,2229,0,1,0,0,Duty cycle,22.42,34.49,0.019,0.027,8.63,0.91
11/07/2021,22:29:00,2021,192,2229,0,1,0,0,Duty cycle,22.58,34.49,0.019,0.027,9.14,0.7
12/07/2021,22:29:00,2021,193,2229,0,1,0,0,Duty cycle,22.6,34.49,0.019,0.027,8.74,0.55
13/07/2021,22:29:00,2021,194,2229,0,1,0,0,Duty cycle,22.96,34.49,0.019,0.027,5.31,0.37
14/07/2021,22:29:00,2021,195,2229,0,1,0,0,Duty cycle,22.99,34.29,0.022,0.024,9.79,0.51
16/07/2021,22:29:00,2021,197,2229,0,1,1,0,Duty cycle,22.74,34.29,0.022,0.024,5.23,1.67
01/08/2021,22:29:00,2021,213,2229,0,1,0,0,Duty cycle,21.32,35.23,0.037,0.022,5.88,0.66
02/08/2021,22:29:00,2021,214,2229,0,1,0,0,Duty cycle,21.32,35.23,0.037,0.022,4.74,0.97
01/10/2021,22:29:00,2021,274,2229,1,1,0,0,Duty cycle,22.55,34.52,0.024,0.021,5.85,1.19
16/10/2021,22:29:00,2021,289,2229,1,1,0,0,Duty cycle,23.38,35.89,0.022,0.024,5.46,0.81
28/02/2022,22:29:00,2022,59,2229,0,0,0,0,Duty cycle,27.38,35.43,0.037,0.044,1.61,NA
20/03/2022,22:29:00,2022,79,2229,1,0,0,0,Duty cycle,27.04,31.98,0.037,0.044,10.1,0.44
02/04/2022,22:29:00,2022,92,2229,0,0,0,0,Duty cycle,26.93,34.77,0.019,0.04,9.27,0.65
01/05/2022,22:29:00,2022,121,2229,1,0,0,0,Duty cycle,25.77,33.88,0.038,0.025,8.69,0.9
02/05/2022,22:29:00,2022,122,2229,1,0,0,0,Duty cycle,25.69,33.88,0.038,0.025,6.43,0.76
03/05/2022,22:29:00,2022,123,2229,1,0,0,0,Duty cycle,25.76,34.65,0.038,0.025,9.11,0.7
04/05/2022,22:29:00,2022,124,2229,1,0,0,0,Duty cycle,25.8,34.65,0.041,0.041,6.01,0.74
01/06/2022,22:29:00,2022,152,2229,0,1,1,0,Duty cycle,24.11,34.03,0.036,0.041,4.2,0.76
02/06/2022,22:29:00,2022,153,2229,0,1,0,0,Duty cycle,24.05,34.03,0.036,0.041,5.86,0.7
02/06/2022,22:29:00,2022,153,2229,0,0,0,1,Duty cycle,24.05,34.03,0.036,0.041,5.86,0.7
03/06/2022,22:29:00,2022,154,2229,0,0,0,0,Duty cycle,23.8,34.45,0.036,0.041,4.63,0.6
04/06/2022,22:29:00,2022,155,2229,0,1,1,0,Duty cycle,23.88,34.45,0.036,0.041,7.46,0.75
